DateKey,Date,Day,Month,MonthShort,MonthNo,Quarter,Year,CalendarSemester
20230620,2023-06-20,Tuesday,June,Jun,6,2,2023,1
20230621,2023-06-21,Wednesday,June,Jun,6,2,2023,1
20230622,2023-06-22,Thursday,June,Jun,6,2,2023,1
20230623,2023-06-23,Friday,June,Jun,6,2,2023,1
20230624,2023-06-24,Saturday,June,Jun,6,2,2023,1
20230625,2023-06-25,Sunday,June,Jun,6,2,2023,1
20230626,2023-06-26,Monday,June,Jun,6,2,2023,1
20230627,2023-06-27,Tuesday,June,Jun,6,2,2023,1
20230628,2023-06-28,Wednesday,June,Jun,6,2,2023,1
20230629,2023-06-29,Thursday,June,Jun,6,2,2023,1
20230630,2023-06-30,Friday,June,Jun,6,2,2023,1
20230701,2023-07-01,Saturday,July,Jul,7,3,2023,2
20230702,2023-07-02,Sunday,July,Jul,7,3,2023,2
20230703,2023-07-03,Monday,July,Jul,7,3,2023,2
20230704,2023-07-04,Tuesday,July,Jul,7,3,2023,2
20230705,2023-07-05,Wednesday,July,Jul,7,3,2023,2
20230706,2023-07-06,Thursday,July,Jul,7,3,2023,2
20230707,2023-07-07,Friday,July,Jul,7,3,2023,2
20230708,2023-07-08,Saturday,July,Jul,7,3,2023,2
20230709,2023-07-09,Sunday,July,Jul,7,3,2023,2
20230710,2023-07-10,Monday,July,Jul,7,3,2023,2
20230711,2023-07-11,Tuesday,July,Jul,7,3,2023,2
20230712,2023-07-12,Wednesday,July,Jul,7,3,2023,2
20230713,2023-07-13,Thursday,July,Jul,7,3,2023,2
20230714,2023-07-14,Friday,July,Jul,7,3,2023,2
20230715,2023-07-15,Saturday,July,Jul,7,3,2023,2
20230716,2023-07-16,Sunday,July,Jul,7,3,2023,2
20230717,2023-07-17,Monday,July,Jul,7,3,2023,2
20230718,2023-07-18,Tuesday,July,Jul,7,3,2023,2
20230719,2023-07-19,Wednesday,July,Jul,7,3,2023,2
20230720,2023-07-20,Thursday,July,Jul,7,3,2023,2
20230721,2023-07-21,Friday,July,Jul,7,3,2023,2
20230722,2023-07-22,Saturday,July,Jul,7,3,2023,2
20230723,2023-07-23,Sunday,July,Jul,7,3,2023,2
20230724,2023-07-24,Monday,July,Jul,7,3,2023,2
20230725,2023-07-25,Tuesday,July,Jul,7,3,2023,2
20230726,2023-07-26,Wednesday,July,Jul,7,3,2023,2
20230727,2023-07-27,Thursday,July,Jul,7,3,2023,2
20230728,2023-07-28,Friday,July,Jul,7,3,2023,2
20230729,2023-07-29,Saturday,July,Jul,7,3,2023,2
20230730,2023-07-30,Sunday,July,Jul,7,3,2023,2
20230731,2023-07-31,Monday,July,Jul,7,3,2023,2
20230801,2023-08-01,Tuesday,August,Aug,8,3,2023,2
20230802,2023-08-02,Wednesday,August,Aug,8,3,2023,2
20230803,2023-08-03,Thursday,August,Aug,8,3,2023,2
20230804,2023-08-04,Friday,August,Aug,8,3,2023,2
20230805,2023-08-05,Saturday,August,Aug,8,3,2023,2
20230806,2023-08-06,Sunday,August,Aug,8,3,2023,2
20230807,2023-08-07,Monday,August,Aug,8,3,2023,2
20230808,2023-08-08,Tuesday,August,Aug,8,3,2023,2
20230809,2023-08-09,Wednesday,August,Aug,8,3,2023,2
20230810,2023-08-10,Thursday,August,Aug,8,3,2023,2
20230811,2023-08-11,Friday,August,Aug,8,3,2023,2
20230812,2023-08-12,Saturday,August,Aug,8,3,2023,2
20230813,2023-08-13,Sunday,August,Aug,8,3,2023,2
20230814,2023-08-14,Monday,August,Aug,8,3,2023,2
20230815,2023-08-15,Tuesday,August,Aug,8,3,2023,2
20230816,2023-08-16,Wednesday,August,Aug,8,3,2023,2
20230817,2023-08-17,Thursday,August,Aug,8,3,2023,2
20230818,2023-08-18,Friday,August,Aug,8,3,2023,2
20230819,2023-08-19,Saturday,August,Aug,8,3,2023,2
20230820,2023-08-20,Sunday,August,Aug,8,3,2023,2
20230821,2023-08-21,Monday,August,Aug,8,3,2023,2
20230822,2023-08-22,Tuesday,August,Aug,8,3,2023,2
20230823,2023-08-23,Wednesday,August,Aug,8,3,2023,2
20230824,2023-08-24,Thursday,August,Aug,8,3,2023,2
20230825,2023-08-25,Friday,August,Aug,8,3,2023,2
20230826,2023-08-26,Saturday,August,Aug,8,3,2023,2
20230827,2023-08-27,Sunday,August,Aug,8,3,2023,2
20230828,2023-08-28,Monday,August,Aug,8,3,2023,2
20230829,2023-08-29,Tuesday,August,Aug,8,3,2023,2
20230830,2023-08-30,Wednesday,August,Aug,8,3,2023,2
20230831,2023-08-31,Thursday,August,Aug,8,3,2023,2
20230901,2023-09-01,Friday,September,Sep,9,3,2023,2
20230902,2023-09-02,Saturday,September,Sep,9,3,2023,2
20230903,2023-09-03,Sunday,September,Sep,9,3,2023,2
20230904,2023-09-04,Monday,September,Sep,9,3,2023,2
20230905,2023-09-05,Tuesday,September,Sep,9,3,2023,2
20230906,2023-09-06,Wednesday,September,Sep,9,3,2023,2
20230907,2023-09-07,Thursday,September,Sep,9,3,2023,2
20230908,2023-09-08,Friday,September,Sep,9,3,2023,2
20230909,2023-09-09,Saturday,September,Sep,9,3,2023,2
20230910,2023-09-10,Sunday,September,Sep,9,3,2023,2
20230911,2023-09-11,Monday,September,Sep,9,3,2023,2
20230912,2023-09-12,Tuesday,September,Sep,9,3,2023,2
20230913,2023-09-13,Wednesday,September,Sep,9,3,2023,2
20230914,2023-09-14,Thursday,September,Sep,9,3,2023,2
20230915,2023-09-15,Friday,September,Sep,9,3,2023,2
20230916,2023-09-16,Saturday,September,Sep,9,3,2023,2
20230917,2023-09-17,Sunday,September,Sep,9,3,2023,2
20230918,2023-09-18,Monday,September,Sep,9,3,2023,2
20230919,2023-09-19,Tuesday,September,Sep,9,3,2023,2
20230920,2023-09-20,Wednesday,September,Sep,9,3,2023,2
20230921,2023-09-21,Thursday,September,Sep,9,3,2023,2
20230922,2023-09-22,Friday,September,Sep,9,3,2023,2
20230923,2023-09-23,Saturday,September,Sep,9,3,2023,2
20230924,2023-09-24,Sunday,September,Sep,9,3,2023,2
20230925,2023-09-25,Monday,September,Sep,9,3,2023,2
20230926,2023-09-26,Tuesday,September,Sep,9,3,2023,2
20230927,2023-09-27,Wednesday,September,Sep,9,3,2023,2
20230928,2023-09-28,Thursday,September,Sep,9,3,2023,2
20230929,2023-09-29,Friday,September,Sep,9,3,2023,2
20230930,2023-09-30,Saturday,September,Sep,9,3,2023,2
20231001,2023-10-01,Sunday,October,Oct,10,4,2023,2
20231002,2023-10-02,Monday,October,Oct,10,4,2023,2
20231003,2023-10-03,Tuesday,October,Oct,10,4,2023,2
20231004,2023-10-04,Wednesday,October,Oct,10,4,2023,2
20231005,2023-10-05,Thursday,October,Oct,10,4,2023,2
20231006,2023-10-06,Friday,October,Oct,10,4,2023,2
20231007,2023-10-07,Saturday,October,Oct,10,4,2023,2
20231008,2023-10-08,Sunday,October,Oct,10,4,2023,2
20231009,2023-10-09,Monday,October,Oct,10,4,2023,2
20231010,2023-10-10,Tuesday,October,Oct,10,4,2023,2
20231011,2023-10-11,Wednesday,October,Oct,10,4,2023,2
20231012,2023-10-12,Thursday,October,Oct,10,4,2023,2
20231013,2023-10-13,Friday,October,Oct,10,4,2023,2
20231014,2023-10-14,Saturday,October,Oct,10,4,2023,2
20231015,2023-10-15,Sunday,October,Oct,10,4,2023,2
20231016,2023-10-16,Monday,October,Oct,10,4,2023,2
20231017,2023-10-17,Tuesday,October,Oct,10,4,2023,2
20231018,2023-10-18,Wednesday,October,Oct,10,4,2023,2
20231019,2023-10-19,Thursday,October,Oct,10,4,2023,2
20231020,2023-10-20,Friday,October,Oct,10,4,2023,2
20231021,2023-10-21,Saturday,October,Oct,10,4,2023,2
20231022,2023-10-22,Sunday,October,Oct,10,4,2023,2
20231023,2023-10-23,Monday,October,Oct,10,4,2023,2
20231024,2023-10-24,Tuesday,October,Oct,10,4,2023,2
20231025,2023-10-25,Wednesday,October,Oct,10,4,2023,2
20231026,2023-10-26,Thursday,October,Oct,10,4,2023,2
20231027,2023-10-27,Friday,October,Oct,10,4,2023,2
20231028,2023-10-28,Saturday,October,Oct,10,4,2023,2
20231029,2023-10-29,Sunday,October,Oct,10,4,2023,2
20231030,2023-10-30,Monday,October,Oct,10,4,2023,2
20231031,2023-10-31,Tuesday,October,Oct,10,4,2023,2
20231101,2023-11-01,Wednesday,November,Nov,11,4,2023,2
20231102,2023-11-02,Thursday,November,Nov,11,4,2023,2
20231103,2023-11-03,Friday,November,Nov,11,4,2023,2
20231104,2023-11-04,Saturday,November,Nov,11,4,2023,2
20231105,2023-11-05,Sunday,November,Nov,11,4,2023,2
20231106,2023-11-06,Monday,November,Nov,11,4,2023,2
20231107,2023-11-07,Tuesday,November,Nov,11,4,2023,2
20231108,2023-11-08,Wednesday,November,Nov,11,4,2023,2
20231109,2023-11-09,Thursday,November,Nov,11,4,2023,2
20231110,2023-11-10,Friday,November,Nov,11,4,2023,2
20231111,2023-11-11,Saturday,November,Nov,11,4,2023,2
20231112,2023-11-12,Sunday,November,Nov,11,4,2023,2
20231113,2023-11-13,Monday,November,Nov,11,4,2023,2
20231114,2023-11-14,Tuesday,November,Nov,11,4,2023,2
20231115,2023-11-15,Wednesday,November,Nov,11,4,2023,2
20231116,2023-11-16,Thursday,November,Nov,11,4,2023,2
20231117,2023-11-17,Friday,November,Nov,11,4,2023,2
20231118,2023-11-18,Saturday,November,Nov,11,4,2023,2
20231119,2023-11-19,Sunday,November,Nov,11,4,2023,2
20231120,2023-11-20,Monday,November,Nov,11,4,2023,2
20231121,2023-11-21,Tuesday,November,Nov,11,4,2023,2
20231122,2023-11-22,Wednesday,November,Nov,11,4,2023,2
20231123,2023-11-23,Thursday,November,Nov,11,4,2023,2
20231124,2023-11-24,Friday,November,Nov,11,4,2023,2
20231125,2023-11-25,Saturday,November,Nov,11,4,2023,2
20231126,2023-11-26,Sunday,November,Nov,11,4,2023,2
20231127,2023-11-27,Monday,November,Nov,11,4,2023,2
20231128,2023-11-28,Tuesday,November,Nov,11,4,2023,2
20231129,2023-11-29,Wednesday,November,Nov,11,4,2023,2
20231130,2023-11-30,Thursday,November,Nov,11,4,2023,2
20231201,2023-12-01,Friday,December,Dec,12,4,2023,2
20231202,2023-12-02,Saturday,December,Dec,12,4,2023,2
20231203,2023-12-03,Sunday,December,Dec,12,4,2023,2
20231204,2023-12-04,Monday,December,Dec,12,4,2023,2
20231205,2023-12-05,Tuesday,December,Dec,12,4,2023,2
20231206,2023-12-06,Wednesday,December,Dec,12,4,2023,2
20231207,2023-12-07,Thursday,December,Dec,12,4,2023,2
20231208,2023-12-08,Friday,December,Dec,12,4,2023,2
20231209,2023-12-09,Saturday,December,Dec,12,4,2023,2
20231210,2023-12-10,Sunday,December,Dec,12,4,2023,2
20231211,2023-12-11,Monday,December,Dec,12,4,2023,2
20231212,2023-12-12,Tuesday,December,Dec,12,4,2023,2
20231213,2023-12-13,Wednesday,December,Dec,12,4,2023,2
20231214,2023-12-14,Thursday,December,Dec,12,4,2023,2
20231215,2023-12-15,Friday,December,Dec,12,4,2023,2
20231216,2023-12-16,Saturday,December,Dec,12,4,2023,2
20231217,2023-12-17,Sunday,December,Dec,12,4,2023,2
20231218,2023-12-18,Monday,December,Dec,12,4,2023,2
20231219,2023-12-19,Tuesday,December,Dec,12,4,2023,2
20231220,2023-12-20,Wednesday,December,Dec,12,4,2023,2
20231221,2023-12-21,Thursday,December,Dec,12,4,2023,2
20231222,2023-12-22,Friday,December,Dec,12,4,2023,2
20231223,2023-12-23,Saturday,December,Dec,12,4,2023,2
20231224,2023-12-24,Sunday,December,Dec,12,4,2023,2
20231225,2023-12-25,Monday,December,Dec,12,4,2023,2
20231226,2023-12-26,Tuesday,December,Dec,12,4,2023,2
20231227,2023-12-27,Wednesday,December,Dec,12,4,2023,2
20231228,2023-12-28,Thursday,December,Dec,12,4,2023,2
20231229,2023-12-29,Friday,December,Dec,12,4,2023,2
20231230,2023-12-30,Saturday,December,Dec,12,4,2023,2
20231231,2023-12-31,Sunday,December,Dec,12,4,2023,2
